openalex_id,doi,landing_page_url,current_type,opus_type,is_changed,opus_confidence,opus_reason,opus_is_broken,lp_status,error
https://openalex.org/W4386259654,https://doi.org/10.35723/ajie.v7i2.409,https://doi.org/10.35723/ajie.v7i2.409,article,article,False,high,"DC.Type.articleType is ""Articles"" with abstract and references in a journal.",False,403,
https://openalex.org/W3011839911,https://doi.org/10.2991/aebmr.k.200305.001,https://www.atlantis-press.com/proceedings/icamer-19/125936207,article,conference-paper,True,high,Crossref type proceedings-article with proceedings container and citation_conference_title.,False,200,
https://openalex.org/W4413373078,https://doi.org/10.1002/ejic.202500257,https://doi.org/10.1002/ejic.202500257,article,article,False,high,Crossref journal-article with 47 references and abstract reporting original research in a journal.,False,403,
https://openalex.org/W4410491484,https://doi.org/10.2139/ssrn.5258015,https://doi.org/10.2139/ssrn.5258015,preprint,preprint,False,high,SSRN posted-content with Crossref subtype preprint.,False,403,
https://openalex.org/W4306729289,https://doi.org/10.1177/11206721221132619,https://doi.org/10.1177/11206721221132619,article,article,False,high,dc.Type=research-article with full multi-page research content in a journal.,False,403,
https://openalex.org/W7130604632,https://doi.org/10.1145/3788910.3789003,https://doi.org/10.1145/3788910.3789003,article,conference-paper,True,high,Crossref type proceedings-article in a named conference proceedings container routes to conference-paper.,False,403,
https://openalex.org/W175086200,https://doi.org/10.1007/978-3-531-93174-6_4,https://link.springer.com/chapter/10.1007/978-3-531-93174-6_4,book-chapter,book-chapter,False,high,"Crossref type book-chapter with citation_inbook_title in a book container, page range 151-200.",False,200,
https://openalex.org/W7141366993,https://doi.org/10.1016/j.esr.2026.102207,https://linkinghub.elsevier.com/retrieve/pii/S2211467X26001732,article,article,False,high,Crossref journal-article in Energy Strategy Reviews with abstract and 43 references indicates original research article.,False,200,
https://openalex.org/W4403279848,https://doi.org/10.3917/ecp.lista.2024.01.0061,https://doi.org/10.3917/ecp.lista.2024.01.0061,book-chapter,book-chapter,False,high,Crossref book-chapter with ISBN and citation_inbook_title showing it is a chapter within the book volume.,False,403,
https://openalex.org/W2906246813,https://doi.org/10.29207/resti.v2i3.621,https://doi.org/10.29207/resti.v2i3.621,article,article,False,high,Journal research article with full pages (807-812) and DC.Type.articleType indicating a research article.,False,403,
https://openalex.org/W2802517432,https://doi.org/10.1145/3178158.3178177,https://doi.org/10.1145/3178158.3178177,article,conference-paper,True,high,Crossref type proceedings-article in conference proceedings container routes to conference-paper.,False,403,
https://openalex.org/W4403902113,https://doi.org/10.1016/j.surfin.2024.105360,https://linkinghub.elsevier.com/retrieve/pii/S2468023024015165,article,article,False,high,Crossref journal-article with research-paper title and 35 references in a journal venue.,False,200,
https://openalex.org/W4233441469,https://doi.org/10.9785/9783504385095-005,https://www.degruyterbrill.com:443/document/doi/10.9785/9783504385095-005/html,book-chapter,book-chapter,False,high,citation_inbook_title and cr_type book-chapter with page range 34-292 within the volume 'Insolvenzanfechtung'.,False,202,
https://openalex.org/W2003297837,https://doi.org/10.1353/hrq.2013.0004,https://muse.jhu.edu/verify?url=%2Farticle%2F497812&r=6788389,article,book-review,True,high,"Title ends with ""(review)"" and names a single book, a clear book-review signal.",False,200,
https://openalex.org/W7164853758,https://doi.org/10.53550/eec.2026.v32i02.060,https://www.envirobiotechjournals.com/issues/article_abstract.php?aid=16818&iid=437&jid=3,article,article,False,high,"Original research paper with multi-page range (836-840) in a journal, matching cr_type journal-article.",False,200,
https://openalex.org/W2034819020,https://doi.org/10.1057/palgrave.development.1100407,https://link.springer.com/article/10.1057/palgrave.development.1100407,article,article,False,high,dc.type 'OriginalPaper' in a journal with full pages and references indicates an original research article.,False,200,
https://openalex.org/W4230190335,https://doi.org/10.1017/cbo9780511795114.010,https://www.cambridge.org/core/books/abs/memoirs-of-richard-lovell-edgeworth-esq/chapter-ix/25DDF88156CBA6A3ED9A234F10C406F9,book-chapter,book-chapter,False,high,"Crossref type book-chapter within a named book container, page range 191-204, on Cambridge eBooks platform.",False,200,
https://openalex.org/W3004855578,https://doi.org/10.36106/paripex/0500745,https://www.worldwidejournals.com/paripex/recent_issues_pdf/2020/January/mri-evaluation-of-intracranial-complications-of-tuberculosis_January_2020_1578140321_0500745.pdf,article,article,False,high,"Original research paper with abstract, 5 pages, and 12 references in a journal.",False,200,
https://openalex.org/W4404432806,https://doi.org/10.1038/s42003-024-07174-6,https://www.nature.com/articles/s42003-024-07174-6,article,article,False,high,"dc.type ""OriginalPaper"" with 83 references in Communications Biology indicates an original research article.",False,200,
https://openalex.org/W7160444458,https://doi.org/10.2139/ssrn.6726142,https://doi.org/10.2139/ssrn.6726142,preprint,preprint,False,high,SSRN posted-content with subtype preprint.,False,403,
https://openalex.org/W2088532580,https://doi.org/10.1016/j.cellsig.2014.08.025,https://linkinghub.elsevier.com/retrieve/pii/S0898656814002988,article,article,False,high,"Crossref journal-article with full research title, 28 refs, multi-page range in Cellular Signalling.",False,200,
https://openalex.org/W4386329481,https://doi.org/10.17944/interdiscip.1352036,https://dergipark.org.tr/en/pub/interdiscip/article/1352036,article,article,False,high,"DC.Type.articleType is ""Research Articles"" with full text, refs, and page range in a medical journal.",False,200,
https://openalex.org/W2102001229,https://doi.org/10.1093/cercor/bhn134,https://doi.org/10.1093/cercor/bhn134,article,article,False,high,Original research full paper in Cerebral Cortex with 72 references and an abstract.,False,403,
https://openalex.org/W4234243456,https://doi.org/10.5194/acp-2017-570-rc2,https://acp.copernicus.org/preprints/acp-2017-570/acp-2017-570-RC2.pdf,peer-review,peer-review,False,high,"Crossref type peer-review and title ""Review of Manuscript ACP-2017-570"" is a referee report on a single manuscript.",False,200,
https://openalex.org/W3121744147,https://doi.org/10.3390/toxics9020019,https://doi.org/10.3390/toxics9020019,article,article,False,high,dc.type 'Article' with 53 references in MDPI journal Toxics confirms original research article.,False,403,
https://openalex.org/W2330358816,https://doi.org/10.1088/1612-2011/12/2/025006,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=074b9435-75c2-4210-bb51-d96c5c9c1599&ssb=79764281561&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1612-2011%2F12%2F2%2F025006&ssi=0280c649-cnvj-437f-84c9-73db2828ba2c&ssk=botmanager_support@radware.com&ssm=83201499271880033101256811999997&ssn=858061131bad20ceee795c8ec8ec6d95917d0f08691a-16c8-4422-b2c705&sso=fe6d11fe-7eb2ce0cb02a87e5d43c67c6728003b028f0e674a6345457&ssp=71419543171782732454178274188712022&ssq=91097027544409879795775444192502646332403&ssr=NzUuNDkuMTI1LjIwOQ==&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/124.0%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDAwZjA4NjkxYS0xNmM4LTQ0MjItYjFmZS03ZWIyY2UwY2IwMmExLTE3ODI3NzU0NDQ0ODEwLTAwNDcwYTEwY2U5Y2MzNzVmZGExMCIsInV6bXgiOiI3ZjkwMDAyMTVlNGI3YS1kNzJjLTRlMjMtYTg4MS01ODYyMWZlNTM1MmIxLTE3ODI3NzU0NDQ0ODEwLTc0OWU2M2ExYWYyYTUzZmExMCIsInJkIjoiaW9wLm9yZyJ9",article,article,False,high,"Original research paper in Laser Physics Letters with abstract and 15 references, cr_type journal-article.",False,200,
https://openalex.org/W3136636071,https://doi.org/10.1038/s41560-020-00764-8,https://www.nature.com/articles/s41560-020-00764-8,article,article,False,medium,"dc.type ""BriefCommunication"" maps to article per taxonomy Includes list.",False,200,
https://openalex.org/W2992251831,https://doi.org/10.1037/stl0000174,https://doi.apa.org/doi/10.1037/stl0000174,article,article,False,high,Crossref journal-article with empirical multi-semester investigation title and page range in a research journal.,False,200,
https://openalex.org/W4247456173,https://doi.org/10.1007/978-3-658-21444-9_18,https://link.springer.com/chapter/10.1007/978-3-658-21444-9_18,book-chapter,editorial,True,low,"Title ""Tagungsbericht"" (conference report/summary) with no references fits editorial's conference-summary inclusion rather than an original research chapter.",False,200,
https://openalex.org/W4383263567,https://doi.org/10.14341/diaconfiii25-26.05.23-28,https://rae-org.ru/sites/default/files/all/TEZIS/2023/DIACONFIII2023/28.pdf,article,conference-paper,True,high,Crossref type proceedings-article in a conference proceedings venue routes to conference-paper.,False,200,
https://openalex.org/W7160138852,https://doi.org/10.1109/ccic68129.2026.11486159,https://ieeexplore.ieee.org/document/11486159/,article,conference-paper,True,high,Crossref type proceedings-article with a conference container (CCIC) and IEEE Xplore landing page.,False,202,
https://openalex.org/W3114524252,https://doi.org/10.47348/amtj/2021/i1a15,https://www.jutajournals.co.za/the-role-of-public-tax-awareness-on-domestic-revenue-mobilisation-in-uganda/,article,article,False,high,Journal-article in a multidisciplinary tax journal with abstract and full-text pages reporting original research.,False,200,
https://openalex.org/W4415399346,https://doi.org/10.58830/ozgur.pub912.c3791,https://www.ozguryayinlari.com/site/catalog/book/912/chapter/3791,book-chapter,book-chapter,False,high,Crossref type book-chapter with ISBN and a chapter URL within an edited volume container.,False,200,
https://openalex.org/W2883156762,https://doi.org/10.1088/1361-6528/aad671,"https://validate.perfdrive.com/fb803c746e9148689b3984a31fccd902/?ssa=23980d71-2897-4535-bdf9-87c8563a8518&ssb=27521298330&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1361-6528%2Faad671&ssi=d544d429-cnvj-439a-8fd1-e490f9cdec7e&ssk=botmanager_support@radware.com&ssm=06297698049304902103750059622628&ssn=876abbf67870b118bc17e386b5eb228e8e62fe06686d-4b2f-4a23-b63899&sso=86758c9f-655973743f00c49a56a92f29bdb949a6f650fd50ef0c5cc5&ssp=52765527031782710170178276309046359&ssq=06102027544532367988975445101755564502490&ssr=NzUuNDkuMTI1LjIwOQ==&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/124.0%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDBmZTA2Njg2ZC00YjJmLTRhMjMtYmM5Zi02NTU5NzM3NDNmMDAxLTE3ODI3NzU0NDUwODAwLTAwNGYxNjk2NDJkYWEwMjM3MzQxMCIsInV6bXgiOiI3ZjkwMDA3ZDNkMDQzMy1iZjg0LTRhNTgtYjRmYy0wMmRiYjRjYzZjNGIxLTE3ODI3NzU0NDUwODAwLWM2ZTFhMzBjN2E0MGU1NzMxMCIsInJkIjoiaW9wLm9yZyJ9",article,article,False,high,Crossref journal-article in Nanotechnology with abstract and 17 references reporting original research (LT = Letter-format short research article).,False,200,
https://openalex.org/W4250890171,https://doi.org/10.21773/boun.25.1,https://doi.org/10.21773/boun.25.1,paratext,paratext,False,high,Crossref type journal-issue (whole issue record) routes to paratext.,False,,
https://openalex.org/W2765512248,https://doi.org/10.3390/geosciences7040110,https://doi.org/10.3390/geosciences7040110,article,article,False,high,dc.type Article and journal-article in Geosciences research paper.,False,403,
https://openalex.org/W3045043420,https://doi.org/10.1080/07391102.2020.1794970,https://doi.org/10.1080/07391102.2020.1794970,article,article,False,high,dc.Type is 'research-article' with 57 refs and full page range in a research journal.,False,403,
https://openalex.org/W3080688705,https://doi.org/10.1007/s00521-020-05295-7,https://link.springer.com/10.1007/s00521-020-05295-7,article,article,False,high,dc.type=OriginalPaper in a journal with 38 references indicates an original research article.,False,200,
https://openalex.org/W7138959139,https://doi.org/10.1016/j.jmccpl.2025.100766,https://linkinghub.elsevier.com/retrieve/pii/S2772976125004854,article,article,False,high,"Journal-article research report on SF3B2 in cardiomyocytes, in a journal venue, with accessible landing page (200).",False,200,
