openalex_id,doi,landing_page_url,current_type,opus_type,is_changed,opus_confidence,opus_reason,opus_is_broken,lp_status,error
https://openalex.org/W4324129558,https://doi.org/10.1148/radiol.223251,https://doi.org/10.1148/radiol.223251,editorial,editorial,False,high,dc.Type meta tag explicitly states 'editorial' and title frames opinion on the field's direction.,False,403,
https://openalex.org/W4250433395,https://doi.org/10.1177/2047487317740069,https://doi.org/10.1177/2047487317740069,editorial,editorial,False,high,"Title ""Editor's presentation"" is an editor's introduction to the issue, matching the editorial type.",False,403,
https://openalex.org/W4249872084,https://doi.org/10.1680/jgeen.2018.171.2.95,https://doi.org/10.1680/jgeen.2018.171.2.95,editorial,editorial,False,high,"dc.Type meta tag and title both state ""editorial"".",False,403,
https://openalex.org/W4415140625,https://doi.org/10.1016/j.fertnstert.2025.10.015,https://linkinghub.elsevier.com/retrieve/pii/S0015028225019934,editorial,editorial,False,high,"Opinion piece on a broad topic (peer review) with few references and short 2-page span, matching editorial.",False,200,
https://openalex.org/W4388520388,https://doi.org/10.1126/science.adm8175,https://doi.org/10.1126/science.adm8175,editorial,editorial,False,high,dc.Type meta tag explicitly says 'editorial' and title is an opinion piece in Science.,False,403,
https://openalex.org/W2469764885,https://doi.org/10.1016/j.urology.2010.07.451,https://linkinghub.elsevier.com/retrieve/pii/S0090429510014044,editorial,editorial,False,high,Title 'Editorial Comment' identifies it as an editorial commentary piece.,False,200,
https://openalex.org/W4240167307,https://doi.org/10.13109/muum.2010.31.2.85,https://doi.org/10.13109/muum.2010.31.2.85,editorial,editorial,False,high,"Title ""Editorial"" with short two-page span in a journal indicates an editorial despite dc.Type front-matter.",False,403,
https://openalex.org/W2321686928,https://doi.org/10.1007/s00213-016-4287-9,https://link.springer.com/article/10.1007/s00213-016-4287-9,editorial,editorial,False,high,"dc.type meta is ""EditorialNotes"" and title is a broad-topic framing piece.",False,200,
https://openalex.org/W4247406767,https://doi.org/10.1016/j.urology.2006.10.045,https://linkinghub.elsevier.com/retrieve/pii/S0090429506025404,editorial,editorial,False,high,"Title and page title both read ""Editorial comment,"" a single-page commentary with no references.",False,200,
https://openalex.org/W2204275981,https://doi.org/10.1016/j.jacc.2014.06.1151,https://linkinghub.elsevier.com/retrieve/pii/S0735109714041722,editorial,editorial,False,high,Short opinion/commentary piece ('Time to Implement... and to Monitor Results') with only 4 references on a broad topic in a cardiology journal.,False,200,
https://openalex.org/W2027874284,https://doi.org/10.1016/j.hjdsi.2014.10.006,https://linkinghub.elsevier.com/retrieve/pii/S2213076414001006,editorial,editorial,False,medium,Single-page article with zero references and an opinion-framing title in a healthcare journal indicates an editorial/commentary.,False,200,
https://openalex.org/W1996609433,https://doi.org/10.1111/hae.12464,https://onlinelibrary.wiley.com/action/cookieAbsent,editorial,editorial,False,medium,"Single-page (1-1), zero references introductory framing piece in Haemophilia matches editorial.",False,200,
https://openalex.org/W3147075010,https://doi.org/10.1007/s00540-021-02929-5,https://link.springer.com/10.1007/s00540-021-02929-5,editorial,editorial,False,high,"dc.type meta tag reads ""EditorialNotes"" and the title poses an opinion question on a broad topic.",False,200,
https://openalex.org/W4406981790,https://doi.org/10.3233/sji-2008-00697,https://doi.org/10.3233/sji-2008-00697,editorial,editorial,False,high,Title 'Editorial' with no references on short pages indicates an editorial.,False,403,
https://openalex.org/W4388073699,https://doi.org/10.1016/j.gtc.2023.09.008,https://linkinghub.elsevier.com/retrieve/pii/S0889855323000924,editorial,editorial,False,high,"Roman-numeral front-matter pages (xi-xii) with no references signals a preface/introduction, which routes to editorial.",False,200,
https://openalex.org/W2168512814,https://doi.org/10.1016/j.jand.2012.03.008,https://linkinghub.elsevier.com/retrieve/pii/S2212267212003243,editorial,editorial,False,medium,"Single-page, zero-reference opinion piece in a journal with title framing a broad topic ('More Findings, More Questions').",False,200,
https://openalex.org/W4399070821,https://doi.org/10.1007/s00204-024-03778-3,https://link.springer.com/10.1007/s00204-024-03778-3,editorial,editorial,False,high,"dc.type meta is ""EditorialNotes"" and title is an opinion piece on a broad controversy.",False,200,
https://openalex.org/W2613162339,https://doi.org/10.1016/j.acra.2017.03.007,https://linkinghub.elsevier.com/retrieve/pii/S1076633217301393,editorial,editorial,False,high,"Short 2-page topical piece titled 'It Takes a Village!' introducing a radiology-education theme, matching editorial/opinion framing.",False,200,
https://openalex.org/W4400033212,https://doi.org/10.12745/et.27.1.5800,https://earlytheatre.org/earlytheatre/article/view/5800,editorial,editorial,False,high,"DC.Type.articleType is ""Editorial"" and title is ""Editorial"".",False,200,
https://openalex.org/W2285801034,https://doi.org/10.2169/naika.101.1879,https://www.jstage.jst.go.jp/article/naika/101/7/101_1879/_article/-char/ja/,editorial,editorial,False,medium,"Symposium-overview ""Recent Topics in..."" introduction with only 2 references and no abstract fits editorial/framing content.",False,200,
https://openalex.org/W2398437857,https://doi.org/10.1213/ane.0000000000001303,"https://journals.lww.com/anesthesia-analgesia/citation/2016/06000/thank_you,_thank_you,_thank_you.1.aspx",editorial,editorial,False,high,"Title 'Thank You, Thank You, Thank You' with few references in Anesthesia & Analgesia is an editor's appreciation note, classic editorial.",False,200,
https://openalex.org/W4255888325,https://doi.org/10.1097/mot.0000000000000256,https://journals.lww.com/co-transplantation/citation/2015/12000/editorial.8.aspx,editorial,editorial,False,high,"Title 'Editorial', single page, zero references in an opinion journal indicate an editorial.",False,200,
https://openalex.org/W4249779322,https://doi.org/10.5840/pom2007611,https://link.springer.com/10.5840/pom2007611,editorial,editorial,False,high,"dc.type ""EditorialNotes"" and title ""Editorial: Transforming Rationalities"" confirm an editorial.",False,200,
https://openalex.org/W2034751726,https://doi.org/10.1016/j.eimc.2008.04.002,https://linkinghub.elsevier.com/retrieve/pii/S0213005X08000025,editorial,editorial,False,medium,"Two-page (5-6) front-of-issue commentary piece with a broad topical title, fitting editorial despite high reference count.",False,200,
https://openalex.org/W4241542080,https://doi.org/10.1111/risa.12833,https://doi.org/10.1111/risa.12833,editorial,editorial,False,high,"Title ""From the Editors"" with 0 references signals an editorial.",False,403,
https://openalex.org/W2065101710,https://doi.org/10.4155/fmc.11.33,https://doi.org/10.4155/fmc.11.33,editorial,editorial,False,medium,"Opinion-style commentary piece (short, 8 refs, 'The Risks of...') in a journal, consistent with editorial.",False,403,
https://openalex.org/W4407205233,https://doi.org/10.1016/j.jaac.2025.01.035,https://linkinghub.elsevier.com/retrieve/pii/S0890856725000711,editorial,editorial,False,high,"Title and page title explicitly begin with ""Editorial:"" giving opinion on a broad topic.",False,200,
https://openalex.org/W4232517636,https://doi.org/10.5354/0719-2584.2016.41919,https://rchdt.uchile.cl/index.php/RCHDT/article/view/41919,editorial,editorial,False,high,DC.Type.articleType is 'Editorial' and title is 'Editorial'.,False,200,
https://openalex.org/W2809530804,https://doi.org/10.1016/j.ygyno.2018.06.006,https://linkinghub.elsevier.com/retrieve/pii/S0090825818309818,editorial,editorial,False,high,"Short 2-page commentary with no abstract giving opinion on cabozantinib trial results, titled as wordplay ('UnMET expectations').",False,200,
https://openalex.org/W4242802737,https://doi.org/10.1080/17797179.2007.9737271,https://doi.org/10.1080/17797179.2007.9737271,editorial,editorial,False,high,"dc.Type meta tag and title both say ""editorial"".",False,403,
https://openalex.org/W3012196425,https://doi.org/10.1111/apt.15666,https://doi.org/10.1111/apt.15666,editorial,letter,True,medium,"Title ""Authors' reply"" indicates correspondence reply to a comment on previously published material, which routes to letter.",False,403,
